emotion, text
neutral," We basically sat her down and told her how we felt about her constant criticizing , and how we welcomed her advice but hoped she'd let us do our things . She understood , and now everything is a lot more peaceful . "
surprise,Bout to go visit  at work he just don't know it (:
sadness,I keep asking myself why I left school early.. 
surprise,"Practice, thai food, nao christmas tree shopping?  "
sadness,"For the more depressed and lonely people who have few if any outside contacts , counselling can appear to deepen the very feelings that it is seeking to alleviate , especially in the early stages . "
sadness, That's kind of you to say . But ... the stuff we do here hasn't really challenged me very much at all . 
sadness,It happened when I lost two very intimate friends in a car accident.
sadness,School ended today and I'm leaving some wonderful friends tomorrow! . Headed to Istanbul at high noon.
anger,Jus sum dirty yarnz naw RT @adayola: RT @Holla_skitty1: Fck u bitch...nd ur p hole
neutral," OK , Bond . "
joy,@cassengineer My. Favourite. Christmas movie. Ever. Ever. 
sadness,"Thrice isn't &quot;breaking up&quot;.. But essentially they are. ): The spring tour will be their last. Oh, my heart is crushed ): #awfulday"
surprise,there's an excessive amount of douche bags on my plane #yaaayyy 
sadness," Skim , please . That'd be very nice . Thanks ... oh no . Janna , I'm so sorry , but I've got to go . "
joy,"Had planned on spending 10 days at my mom's.  Now she's going to come up for 4 days, and we are going to bake together "
neutral, I do wish I could afford one . 
joy,A tough old night/morning    but we won eventually! Ave speed cameras @ Gla airport not that we would speed anyway ;)
fear,@cblank504 lots of Maryland action today- hopefully Field Hockey and Women's and Men's soccer will prevail - the Turtle
surprise,"Hahah, we won our own tournament! great comeback against cornerstone though."
sadness,"One woman , who already had a job and a busy life of her own , was surprised to find how sad she felt when her children left home in quick succession . "
surprise,Ibland e det bra att tappa mössan o gå tillbaka för att plocka upp den för då får man se vuxna människor i rymddräkter. 
joy,Time for the 4 1/2 hour Swim &amp; Dive banquet. 
joy,Been up since 6:20am bouncing off walls! I'm tired. May  come to your house and may you be filled w/ the of the Lord. Goodnight!
joy,I received a grade above average on a midterm (chemistry) and I expected on every below average.
joy,"This year, I’m thankful 4 my life. I'm getting 2 know myself in the Lord Jesus Christ. It is an amazing heartfelt journey.   "
fear,@sarahlydon89 big time. I saw a lot of heart to hearts 
joy,"Slept from like 6:30 to now, so i prolly wont be sleeping tonight. "
joy,That moment of elation when you realize you completed your most difficult class of the semester &amp; most likely came out with an A. :)
fear,"Looking through old Facebook photos, I noticed circa late spring 2009, aka graduation, that my eyes were bugged out.  "
joy,*Please dont let bad win* And let good flourish.....*P*L*E*A*S*E* I would love this pain to stop...*2b able2smile again* I wld leap for 
joy,Hid my phone and totally got caught up on lectures! Now I need to finish my paper and practice med calculations 
joy,I don't think you understand how happy I am that I found my red pea coat. 
sadness,My father left us for another woman.
joy,"Damn you Murphy, why does your law have to be true? Off to the library to start over on my papers. "
joy,@airick_burnknee @AubreyLeRose @LaurenWOwen @TylerTweets2 thank y'all for making today bearable..   
fear,and I'm gonna watch Smoldering Children. also my cat just jumped off the top of my fridge and I kind of wet myself. #ahsfx
fear,"Tool of RT @johninvermont: @DownWithTheBull War on terror not only hoax but impossible. Noble at first, but how to win a war on anger?"
sadness,Following this there was considerable despondency amongst the committee as there seemed to be little hope for the future . 
sadness,The family are not downhearted ; they have made many people across the country aware of the Trust and their work . 
joy,@patilynnw A fantastic Terrific Thanksgiving to you and your family. #love #peace #food.  God Bless you all. :)
joy," Now , the effort pays off . You have accomplished something . "
fear,"` Did you have a good day at the office ? "" she asked , hearing herself with horror . "
fear,"One of my fellow students had bunked field work and in my attempt to cover up for him I myself was exposed, though not directly.  We were to meet our field work supervisor and we were afraid of the consequences."
sadness,Today happened the worse thing ever: I saw you with another girl. It hurts so bad.    
joy,If ur heart hurts all the time for tht person something isn't right where's the 
surprise," Threw @ncaslang a surprise bday party in junior high, he opened the door n ran back outside ! Hahahaha"
disgust,Walmart is handing out free five hour energy drinks  #waytogoamerica
sadness,The ONLY thing that makes me feel better about  getting knocked out is that bayern beat city. 
disgust,I'm pretty sure I'm the only weirdo left in the world that hates a home cooked meal. #WishIWasntPicky
joy,My honey's birthday in 5 days... ♥ 
sadness,"@MeghanPickett ah right, cool, sure.......grey tooth   "
joy,"So much work to do tomorrow. Transcribing takes hours, finish my film presentation and decide what I want to do for my screenplay "
surprise,organizing...organizing...... interesting news are coming up... #party #music
joy,"Christmas break! Thank you to everyone who supported, loved, encouraged, and help me through the busiest and best semester of my life! "
joy,would'nt feel so good if it was'nt for PAIN!
neutral, Salesman ? 
joy,a day in the life of the Bosch house: Jerry shooting crows with his bb gun rifle #hicktown
neutral," No , I just for fun with my friends . We play two hand touch or flag football . We're too old to play tackle football . "
joy,Nothing like trying to relax when your brother is playing with a remote controlled car in the room above with sound effects. 
anger,The washing machine isn't working again . 
joy,"I love this trade for halos. Sell high on unproven pitcher, acquire OBP machine and competent defender at catcher, DFA Mathis. #angels"
surprise,I love the face people  make at me when I sing in Korean. #InternationalWhiteGirl #KpopFTW
disgust,Guys who pick up grls at the mall are CREEPS esp. Fairlane. Ugh. Why am I here! 
surprise,Peeked at my first gift left so generously by my college pal sue. Think it's a cozy fleece from fabulously preppy @vineyardvines ☃ 
fear, Why can't I call the police now ? He was definitely following me ! 
fear,My father had been involved in a car accident two years ago.  I was then very scared thinking that he would die as he lay unconscious in hospital for two weeks.
fear,"In the long run, anytime we avoid doing the right thing out of fear, we die a little inside. - John Ortberg  "
fear,"One evening, when I had gone fishing with my friends, we heard the roar of a lion near by and had to run for our lives."
surprise,Palmetto State rivalry game = 
joy,Yay English class the one class I might actually enjoy today #imsoexcited #notreally :(
surprise,don't forget that @MiguelTorresMMA mexican food recipes originate from Mexico and are dayum tasty 
fear,Tutorial again !  A fearful feeling came to me when I sat on the chair and looked at my fellow students all around.  I was really scared that they would ask me some questions or challenge the ideas that I had presented.
sadness,"To the world, you may be one person. But to a person, you may be their world.... I don't think so "
sadness,His liquid eyes were sorrowful and the ends of his moustache drooped . 
sadness,"We were all sad it was over "" . "
anger, What did you think you were doing ? 
surprise,Lekker op de bank maar eens begin maken van rijm 
fear,"As a child, one evening I had read a novel about ghosts and I had thus spent a sleepless night as I kept feeling that there were ghosts dancing around me."
anger,Being made to look like a fool by a girl.
fear,large crowds of manic football fans and mascots 
joy,"You are worthy, O Lord our God, to receive glory and honor and power! Rev. 4:11 ALL GLORY TO GOD! @spreadingJoy THANK YOU!"
fear,enjoyed church service today!!!!.....well hav dis for all  ma frends....GOD n not human......cos GOD is real n powerful!!:)
surprise,Kan die schijnheilige dat niet zelf doen?!? En vanavond zeker met de eer gaan strijken :-(  #fb
sadness,"Fall down seven times, stand up eight. ~ Japanese Proverb #depression #motivation"
fear,"«@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less»"
surprise,"@niceaxxe @Zelia yup. But no black this time. I'm actually doing my nails again, haven't decided the color... :) "
joy, Thank you . I am very excited . 
joy,thankful 2 God 4 all the angels He surrounds my family with. Don't know how they keep their wings tucked under their shirts!  
disgust,Way to blow a 3 goal lead Devils. 
anger,I swear if my brother plays joker and the thief again........... #lasereyebeams #noreturn
anger,"Somerset are furious over suggestions that ` The Ghost "" , who took 8 for 122 , should be left out . "
sadness,I have been thinking of changing my major for a few months.  My original major was Chinese language and it blocks my way.  I have to face many problems at the sametime and I do not know what is real and virtuous.  I do not know if I am not interested in Chinese or if there are other factors which make me sad.  I am not very clear on what I can do for the study of Communication and Journalism.  I am not clear about what I can do.  What are the limitations ?   I hesitate but I feel more adjusted now.
joy,Ugh God. Let's go to work. 
anger,Have control over your anger OR it will control you. #Character #MyLife #Self Control
joy,I will add my voice to the Muppet Movie Enthusiasm Society. 
anger,"He was exasperated , but not cast down . "
joy,"When I opened my TE Score envelope, and saw I got into Physiotherapy."
anger,He says that he was so mad that he got a knife to scare them . 
joy,sometimes when you have absolutely nothing to do... the last option... homework! 
neutral, Trust me . 
surprise,Any one got a sweet place for me to live. I think its a bout time for me to move. #surprise
disgust,"I know they are working on a building site but we are just fed-up with this disruption . "" "
joy,I remembered that Tansy had said something about a pendant and Topaz being quite excited about it . 
sadness,IM ALL OUT OF BUTTER PECAN ICE CREAM! WHAT'S A BITCH TO DO? 
sadness,"He think he so in luv, he in luv wit a slut. "
fear,"I feel weak, very very weak! I wish I could have the same persistence and courage of those in   "
surprise,"Off to  for Thanksgiving break a day early, moms has no idea "
anger,A typical family argument.
joy,@postscript_IDC : INDEED ! Smmfh . And i probably won't even get my license till i start college -___-   
sadness,"When I didn't succeed to enter at the University, I felt that the college entrance course sistem prejudiced me, that my integrity, and effort weren't corresponded."
joy,"Although  really began last Sunday, we are now in a period of looking back at Christ's first coming and forward to His second. "
sadness,I want some sweets soooooo bad but this tooth of mine want allow it..!! 
joy,7:00pm Choir Cantata Tomorrow night!! Join us at the church for a wonderful holiday celebration! :-)  #Music
joy,Last year I went to see friends in Yugoslavia - two girls with whom I get along very well.
surprise,Ready for next week  day got to get my christmas things ready :) he's going to LOVE his gift 
anger,I hate it when I catch a wiff of someone elses fart.....
sadness,"When the train taking me to my military service left the station, on the platform remained relatives, projects and good times.  I had a hard year ahead."
surprise,"So, turns out I have a lot more time in the morning when I don't go on tumblr.... "
joy, A lot of things . There is a part about how old people should accept being old and stop feeling restless . You really should read it . 
fear,"While I was pushing a court roller out of a ditch, I slipped and fell down and the roller rolled back towards me -down slope-It is a miracle that I still have my legs intact."
fear,Kimberley qui me dit que ma mère est en train de voir ma prof principale après 1h30 d'attente. 
fear,Planet earth is moving through an energy cloud ..by 2012 the Mankind will have evolved Mentally*Spiritually*Physically - The this!
sadness,Time to do one of the hardest things that life entails. 
fear,When I get into the tube or the train without paying for the ticket.
surprise, Zo!! Die Thomas heeft wel een hele andere stem dan je zou denken nadat je zijn foto gezien hebt 
sadness,I asked a girl out on a date and she said no.
fear,&quot;@FredericBrussat: To live in is a life half-lived.  Spanish Proverb&quot;
joy,come home wondering whats going on and what im stuck doing tonight 
sadness,My academic result was poor and I had to repeat the second year.  I felt sad about the coming several years.
joy,When I got to know that I had passed the university entrance exam.  I thought that I had done one of the exams badly.
joy,@TheBodyShopUK is giving at Christmas time and not expecting one back
joy,Christmas music. Is the best. Period! #love #calming
sadness,"I may look fine on the outside, but I'm dying on the inside :( #death #razorblades #depression"
surprise,It's actually a really great day today! 
fear,"Libel lawyers are nervous of the word "" lie "" because it implies that a person said something which he knew was untrue . "
surprise,"Well got to say WHP manchester didn't disappoint , special weekend for the boyfriends birthday "
joy,When I heard that I had made it to the second year at university.
surprise,"Cor heeft me weer opgezadeld met een berg werk, wat ie ook prima zelf had kunnen doen… "
joy,Na een uurtje spinning nog lekker met tegenwind naar huis gefietst.. 
anger,Do you have any idea what time it is ? 
sadness,Yesterday i have the best dream! Khloe replay to and i were so happy! It was SO real! 
anger,Worst part of setting up a desktop in a house you don't know is THAT THE PEOPLE DON'T SAY IF THEY HAVE A MODEM OR NOT!! FAIL!!!! 
sadness,What the hell has happened to the online L.A. Times Crossword puzzle? #anger
surprise,omg but wait.... my mom got done early so shes coming to get us NOW 
surprise,"Scott ran a hand through his hair , bewilderment on his face . "
surprise,My mama think im at work on her Bday today. Now why would i do that? 
anger,I feel like the word &quot;deny&quot; is in every single song. 
joy,"eating with my babygirl then relaxing and watching a little tv with her! After that looks like she get to join me in my bath,,thn HW "
surprise,“@Sam_JL: @dyloe_the_one du moment que tu coupes pas  !” serait ce une menaces mon amour ? LOL 1 word 
sadness,"Well, I can still roll step, but my 8 to 5 days are over. "
joy,"sooo pleased with the big snow flakes outside, looks absolutely beautiful, making studying so much better  "
surprise,Headin' back... hope we mae good enuff time to stop n see mom &amp; dad on the way :)  ! Shhhh don't tell them!
joy,I love when the kids I'm babysitting make a scene in Chick Fila because they can't have icecream 
sadness,"The dog seems anxious to get the harness on ; indeed , all through the trip the dogs are always keen to pull and seem miserable when they are tied off for the night . "
anger,"I was having an argument with my brother on his behavior, then we  started fighting and I got annoyed at him because he started teasing me."
sadness,When my girlfriend left me.
anger, Why didn't you just call ? I hate sending SMS messages . 
sadness,"Have we become so depressed about any real prospect of newness that we 've decided to enjoy our chains , masochistically dwelling on our miseries and inadequacies ? "
sadness,At last he turned to her and he could not have failed to see the anguish in her eyes . 
anger,"The staunchly pro-monarchist Daily Telegraph said BBC chairman Marmaduke Hussey , whose wife is a lady-in-waiting to Queen Elizabeth II , is miffed that no one told him about the interview ."
joy,"Break! If you had a whole day with the best friend you ever had to do anything, what would that be like? #LJB"
joy,while simultaneously writing an 8 page paper for the same class 
sadness,"One Day, completely sad endingg! I cried. "
fear,"“@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today #less”"
disgust,all you ppl that eat octopus should be ashamed of yourselves. 
joy,Back home. Time to stress over school again. -_____-
surprise,"@chaimaa Let me know if you're going to BGT audition on thursday, I'll bring 3isawa to London XD "
sadness,Joe sat with his head in his hands not hearing the mournful sound of a tug edging shorewards in the direction of the docks or the lonely cry of the seagulls overhead . 
fear,False Evidence Appearing Real 
surprise,This kid did not Just crawl under my legs to get a movie. Oh well Yes he did 
neutral, No problem . 
joy,Neither he nor Peter can conceal excitement at being back in the limelight again . 
joy,Cant sleep. I forgot my sleeping pill-__- I HAVE to wake up at 6 tomorrow. Thos is gonna be fun
sadness," I know , I am sorry I ever bought it . "
surprise,"Uh, is that like a promotion? Just when I thought I was a shitty employee. "
fear,"Seems that the sky will fall with so much rain, lightning never seen so many in a  only night o.O "
anger,"In fact I expect he 'll be mad I 've told you that much . "" "
anger,A friend had promised me to give me a lift to Graz. To be sure I called her before we went. She told me that she had just promised another person to give him a lift.
sadness,Silently dying while Twitter explodes with posts of @iridepc and @PCski .... 
joy,@official_twitch provides me with great words of wisdom..  #happythoughts
fear,"not afraid of tomorrow, for I have seen yesterday and I love today #less"
sadness,@Amelia_Loves1D noo my geography homework!..and its in for first lesson!:'( 
sadness,"On the last day of my school life I was very sad, specially on the farewell party day.  I felt sad to leave behind my beloved teachers and friends."
sadness,"As Joe and Biddy became a little more cheerful , discussing my possible plans for the future , I became more miserable . "
sadness,"no matter how much i love her, or tweet her @DiannaAgron will never tweet me back. "
sadness,"He is portrayed as showing sorrow at the destruction caused by German bombers and it is he who ` saves the day "" by first giving himself up and then being shot by Clogger . "
fear, You are scaring me ! 
sadness,When they gave away my dog to other people without my knowledge.
joy,So crazy that there are only 25 days left till Christmas!!!  
neutral, My phone ? 
fear,is nothing else than perverted #faith. Your ability to fear is a proof of your ability to #believe.
surprise,Goin to get me a anklet wit 3 intials and a date TAT
neutral," Yes , I agree with you . When I retired I will participate in programs to keep momentally active . "
surprise,@Damn_Its_Nikki I'm job hunting... my contract ended today right before Christmas. ! Its all good...
surprise,Ain't talk to my friend all day 
fear,Strictly avoid frightening ideas 
fear,Fear of failure must never be a reason not to try something. ~ Smith   #success
joy,"Gioella 's eyes flashed with amusement as she pushed a chair towards her and said , ` Constance , what a very sophisticated dress . "
fear,Day 2 of my brother's stay in emergency.  #whatstheanswer #pleasadmithim
anger,I walked in on a teenage patient of mine (I work in a hospital) as he was going through my office drawers and he had removed money from my purse.
fear,There is no shame in being afraid. We are all afraid of something. 
joy,Have that feeling I'm going to be up all night doing homework 
disgust,Horrible experience today @toysrus! Waited forever for something simple that I ended up doing anyway!  #nevergoingback
surprise,"What was the best gift you ever received? Mine was a shirt from friends: &quot;The girl can't rap, but she sure can write.&quot; #coolgifts"
sadness,I believe that God know deeply in my heart so God hear my pray i believe that you have a good ways to me. ‎​(┌__┐) 
disgust,I hate nasty cooks if you working in a restaurant put a hair net on your head and gloves on your hands even if its not required 
anger,WHY IS EVERY CLASS THAT SOUNDS COOL A SOCIAL SCIENCE CORE!!! AHHHH!! I ALREADY HAVE TWO OF YOU!! 
fear,I have to admit I'm looking forward to the return of Factor!
sadness,@SeattleMaven my twitter is not working at work 
joy,"When I realised that I was forgiven by the God who is there, when I realised how much God loves me and that my acceptance with him is not based on my performance - that he loves me unconditionally and showed that love in Christ who died because I do need forgiveness."
surprise,has no motivation to do anything tonight surprise
sadness,Missing @kelly_clarkson @ddlovato performing a Christmas song together at  
neutral, Three days . 
sadness,Members requested the committee 's sorrow that the work had begun without permission should be passed on to the county council . 
joy,Cant wait to drive to skool in the snow tomrw! 
shame,"A little ashamed of losing her self-control so completely , she dashed a hand across her eyes and glared up at him . "
sadness,"His anguished voice tailed off , to intensify the effect . "
joy,Oh and Christmas music all day 
surprise,Ik ben benieuwt wie mij heeft en wat die voor me heeft gemaakt 
joy,"Bowling alley till whenever, then home to finally do hw. "
joy,I get to dissect a baby pig today #fml -__-
surprise,cool mom thanks for putting a stuffed animal rat in my backpack 
disgust,I can hear my dog farting in sync with her snoring.... Good thing I'm sick and stuffy 
anger,"Time to play tiger woods '12, see if my controller makes it through the night. "
anger,Michael Stein was trying unsuccessfully to calm an irate customer who was arguing about his bill . 
joy,My old friend visited me in the university.
surprise,Princess.  RT @AdventicesBonne: About to leave bailey flowers on her step 
anger,Omg secretary Jun's jealous! He slammed the table! 
fear,only thing holding me back.
sadness, Oh ! 
fear,4 day till @csssuxxx ... now where did i put those tickets 
sadness,"And I know that 's miserable for you , but what else can you do ? "" "
fear,Finding out that I made a stupid mistake in the exam.
fear,"To Shiona 's absolute horror , Jake had blamed her . "
sadness,"The reporter , treading delicately , had asked if it was a great sorrow to her when she and Walter separated . "
sadness,@aaronmrichards you don't want a mac n cheese date with me? 
joy,I love Christmas lights! Especially colorful ones :) 
fear,It's good to be aware that a certain amount of is going to accompany every change in your life - change for worse or better. #quote
joy,o my fucking god new korn album is out 
anger," 4 all his solemnity, wrote a book about the  where he observed that jokes help people fend off  &amp; "
joy,I have to call and get my work schedule tomorrow. 
joy,Just remembered some stuff from my child hood. So... I DID EXIST. WOW... Happy rite now :') 
joy, Thank you for your encouragement . 
fear,"well, if your family has pork for dinner tomorrow, they may not be al qaeda, but listen for talk of insurrection and anyways."
anger,"After the verdict on Monday , an indignant Cannes president Alain Pedretti described it as ` scandalous "" . "
sadness,At set-backs.
anger,When my daughter began staying away from classes - at the age of nine only.
joy,Hiiiiii Hooooo Its off to work we go  roll on ten
anger,My mother carried on using mental pressure concerning something which was serious and a real burden to me.
joy,Band Christmas concert tomorrow #shouldbeinteresting
joy," Well , that sounds like it would be OK . Just be careful . "
fear,A workmate and I had been antagonistic with each other for some weeks - he had reacted violently to my criticisms of his work standards.
surprise,I'll be your bartender tonight at the Arts Court Studio and Theatre for SAW Video's When We Were Young 30th Anniversary reception. 
neutral, I see . It's safer then right ? 
sadness,When I first heard that Tage Dannielsson had died.
surprise,De technische basis voor 1/3 staat... Nog even knutselen en dan testen. #serieuswerk
anger,I really don't want to play soccer right now... 
fear,"@TiboChevillard C'est au minimum ce que j'ai chaque matin dans ma boite pro. Demain, je reviens après 4 jours d'absence... "
fear,THE Princess of Wales has once more caused disquiet among fashion commentators by sticking to her own rules . 
joy,But now she looked excited . 
fear,When my son has a pain in his leg (for no apparent reason).  
sadness,I miss everyone I used to be close with :(( I want those friendships back #comebackplease
sadness,"I thought  someone sensitive in their lives, who do all the right things and tries their best, now i see different "
disgust,In some ways I've become the hypocrite I hate 
fear,"“You gain strength, courage and confidence by every experience in which you stop to look fear in the face.” Eleanor Roosevelt  "
sadness,"Wow, not a thing from Twitter today &amp; all those tweets &amp; retweets too!! "
anger,Who the hell decided that is more important than #reason and #intelligence? #BadDecision2012
sadness,"Back in his office , McCready threw himself into his chair in deep dejection . "
disgust,Boy u have turn into such a fuking mess it aint even funny now 
surprise,going home tomorrow and my mom has no idea! &lt;3
anger,Look at what you have done . All thumbs . 
sadness,@TheREAL1_SMITY coffee....red bull 
surprise,Finally figured out what color I'm going to dye my hair. 
fear,"The horror in her voice was almost ludicrous , and Briant raised his eyebrows slightly . "
joy, Congratulations ! I had no idea . 
joy,@Anna_Pat lol indeed. All I have to look forward to is work in the morning and moving a shed load of IT kit... :(
surprise,Lmao. My brother just got licked in the face by a puppy. 
joy,For the first time in my life telling someone I loved them.
joy,Examen de 10 perfecto en world studies! 
neutral, There is no need to be so frustrated . 
joy, Of course it does . Everybody has his own hobby . 
fear,Thinking that I had been seen smoking at school by a teacher - waiting to be summoned to the headmaster's office.
sadness,"I have this weird urge to draw, but I can't find my old sketch book. "
anger, I've been with this firm for 26 years and I'd hate to see it go down the drain due to poor leadership skills . 
surprise,pfff vrijdag moek wel na school  bn echt moe en  voel me ech nie lkkr
surprise,"@TheHumerus on the other hand, fire and ice was empty till about 8.30 pm. "
fear,"«@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today #less»"
neutral,We are going to the concert this evening . Will you join us . 
fear,"No-one seemed concerned that the museums , the temples of culture and art , were subjected to such indignities . "
sadness,Social situation - at the pub - a close friend of 2 years told the group around us of advances I had made.
fear,"not afraid of tomorrow, for I have seen yesterday and I love today #less"
sadness,@falling_out Brandi's cover of Roy Orbison &quot;It's Over&quot;....and it is officially over for her touring at least here for quite a bit. 
anger,"is never w/out a reason, but seldom w/ a good one. &quot;&#xA;Benjamin Franklin @serenityreiki #recovery #ptsd #change #survivors"
anger,"FUCK YOU. Talk to me, not them, they're horrible people. I'm nice, they're just bitches. "
joy,"18 years ago my mum bought me a scarf. 3 weeks ago I lost it. Today I got it back - handed in by some LOVELY person, in Caffe Nero. "
joy,15 page paper due in a week.
sadness,This...this Is what I fucking hate... I just wish I could read your mind.. 
fear,"@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less”"
anger,Except when he gets cross with us sometimes . 
sadness,"Dammit, I wish my friend was my girlfriend :/ Why can't she be bi or something "
joy,love how pregnant my sister-in-law is #ilovebabies
fear,the huge thing holding most people back from greatness? 
joy,Sitting in @nathan_buchheits spot in accounting I have an even better view of the annoying ass old guy 
surprise,@McChillin420 want my buffet you fucking gay #chineserap
sadness,The virtual outlawing of the use of ECT in some States in the USA has deprived suicidal depressed patients of an extremely effective and sometimes life-saving treatment . 
neutral, 812 . 
joy,Getting put on more medicine so I can feel just the same. 
sadness," Well , you always say you're busy . "
joy,Oh good lord...struthers v Campbell Friday...my timeline will be filled with how both places are trashy..
fear,@FlavienHamon Grimpe pas dans les rideaux! Mange pas tes bas!  
fear,"Love this♥&quot;@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less&quot;"
joy,"While you lazy asses are sleeping, I'll be working this weekend. "
joy,just wana be by myself and walk round my crib butt naked w|o being destrubed ( =  
sadness,I can help with suicide note  RT @BrendaThoka: Sometimes I really really hate life.  #misery
joy,Ugh. Time to fight for a shower haha. So tired. But got some sleep at least :) comp cleaning time! 
neutral, how are you feeling today?
fear,"He is so anxious about being accepted that he is trying to be extra good and even perfect . "" "
surprise,Just realized in math class with genius from highschool. I now don't feel so bad about failing 
joy,"He seemed pleased to remind us of yet more evidence of Bouilland 's humming modernity , and took us out into the sun again . "
surprise,That Shit Crazy So I'm Just A Friend Now ? Woah Okay Then O_o 
disgust,"Keep it classy  fans, you boo at the first lady and her kids?!?...come on!! "
sadness,And -- though the heartbreak of her troubled marriage still haunts her -- she raised a grin as Prince Harry waved from their car in London . 
joy,Church this morning was great. 
joy,Off to engulf myself in some physics notes 
neutral, When will the lecture begin ? 
joy,"NB. If you are a tech idiot like me, it is WORTH EVERY PENNY to pay for a 24hr computer helpline. Just used it. It worked. Now to sleep"
sadness,@jesslynnatalie @ohitskatee @kirbsquad hate to say it but only been gone a day and miss west point 
sadness,Finding out that my best friend could not go to university.
surprise,I love when my mother buys me a birthday card when I'm with her. 
sadness,"Country folklore has it that dobies were actually the sad little GHOSTS of unwanted or plain women , who would fumble around the house trying to be useful until their spirits had been exorcised . "
joy, Where are you from ? 
neutral,"Excuse me , is this seat taken ? "
joy,December is a very bipolar month   then very quickly   oh and this year.. Opening day for the thunder
sadness,"You ai n't gone and got yourself worked up into a glum mood , have you now ? "" "
surprise,BANGOR 'S Alex Lightbody must be the most bewildered bowler in the NIBA this season . 
surprise,Can't sleep yet again. someone text me and keep me company. :)
joy,"When I passed my driving test, as it was the fifth time that I had taken this test."
joy,The whole class failed the physics. 
joy,Having lunch with @RaySolar_JR and he just got confirmation that he has passed ALL his modules thus he has completed his degree. 
fear,"I'm looking right in the eye and sayin' &quot; Get The Fuck Out My Way, I've Got Things To Do!&quot;"
anger,Dear men here's a useful piece of advice : Avoid woman Anger !! :)      
sadness,Men want a good woman but whats the point if your too inconsiderate n selfis to even appreciate her 
fear,et 1 accrochage 1 ! j'ai eu la peur de ma vie ! mais je suis en vie c'est ce qui compte #StupeurEtTremblements
sadness,"@stefiluvs08 nooooo it's a sign of things to come....no car, no bike "
sadness,I could totally Liz/Jade bitch gif Demi right now but I turned off my comp already.. 
fear,i have an eerie feeling that im not going to do anything this weekend 
neutral, How was it ? 
neutral, Twenty . 
joy, I'm sure he'll love the idea . Just throw yourself into it and you'll enjoy it ! 
sadness,"But , not surprisingly , many parents continue to feel anxious , tense and sad about their children . "
joy,Take time every day to sit at the feet of Jesus.     
joy,discovering the of gold leafing.  easy and wonderful results  :)
joy,That was heaven ! 
fear,I got a very nasty electrical shock when I was tampering with some electrical applainces. 
disgust,@KeediKardashian Cynthia and her sister getting into it over Peter. She just need to drop that leech... 
surprise,And now she could see the puzzlement on everyone 's face . 
anger,"The reporter , whose English was stilted and hesitant , tried to get an answer from a miffed Atherton who refused saying he had already answered the same question ."
joy,Hiding in my scarf 'cause I'm so cold! Sat doing homework before dancing. 
fear,When I dreamed that I was being attacked by a friend.
sadness,The last @SpicksSpecksABC made my eyes get real soggy! #whyyouend!!??
joy,"Can't fall asleep, thinking about so many things right now. And I have to get up in 5 1/2 hours "
fear,-A mere rhetorical statement. Undefined. Like life itself. #QuoteThat
sadness,"So I got very , very depressed about it all and I just said to the officers , ` Put me in my cell and leave me alone . "
joy, Let's get a soft drink . 
sadness,"The Night Owls are dwindling.  @CarolineLinden, I need my couch buddy!!"
joy,There's a guy in the bathroom next to my room placing tiles. His radio just played Everybody by the Backstreet Boys. 
surprise,Even wachten tot de verf droog is en dan weer verder 
anger,My professor isnt getting this pset and he BETTER accept that shit late. im sorry gtfoh im making the fuckin deadlines. 
fear,"&quot;That is what the NWO is all about, false fear, divide and conquer!&quot; - Frank Parker.   #divideandconquer #frankparker"
fear,"When going out in the weekend I have to bike 5 kilometers through lonely and dark polders, then I always have terrifying fantasies."
joy,"Only got a German speaking exam to go, then it's Christmas "
surprise,Nothing beats a kindergartener whispering &quot;poo&quot; in your ear. 
neutral," Sometimes , we , human beings , really had done something wrong , so we should admit it at first . "
joy,@garwboy @D_Rodders I once went to a lecture called &quot;children die too&quot; 
neutral, Maybe ... 
sadness,"masih ada phil jones, smalling &amp; fryers :) RT @dewiijayanti: people are crazy to let vidic-ferdinand go out from our place  "
joy,My nails are so ugly. Painting them when i finish cleaning my room. 
surprise,@shutupdude @davidsonrva haha you guys thought you were seeing Hot Snakes this weekend?! 
surprise,Mijn creatieve geest mag weer aan t werk! maken. Fijn #sinterklaas weekend iedereen!
anger,Wahh Vampire Diaries holiday break!!   
joy,Have to teach a bunch of Year 7's how to play cricket tomorrow. 
joy,One coffee a day keeps the bad mood away 
fear,"“@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today #less”"
sadness,I hate computers and research papers 
anger,I felt anger against a colleague of mine during a rehearsal in acting. He hadn't learnt the text of an opera act in the course of several months and thus making difficulties for the rest of my colleagues.
anger,"But , determined that he shouldn't have the satisfaction of seeing her vexation , she said drily , ` Don't mention it ; I 'm only glad it wasn't rush-hour . "" "
sadness,The death of my grandmother.
surprise,The Bee Movie on NBC is quite entertaining. #clever
surprise,Je sais où je commence la soirée mais je sais pas où on va finir O__x 
fear,Never run away from your problem face them face to face cause so they will catch and never let goo... RIP Jane Kane
joy,just starting a 7 and half hour trip home from work on a Sunday 
surprise,Me and Gage Molnar went to Kate's house every day after school 
